week,product,category,price,unit_cost,promo,units_sold
99,Wireless Earbuds Lite,electronics,69.0,34.0,0,279
100,Wireless Earbuds Lite,electronics,79.35,34.0,0,253
101,Wireless Earbuds Lite,electronics,58.65,34.0,0,424
102,Wireless Earbuds Lite,electronics,75.9,34.0,0,248
103,Wireless Earbuds Lite,electronics,65.55,34.0,0,310
0,Desk Plant Kit,home,16.8,6.0,0,484
1,Desk Plant Kit,home,15.2,6.0,0,605
2,Desk Plant Kit,home,14.4,6.0,0,624
3,Desk Plant Kit,home,16.0,6.0,0,473
4,Desk Plant Kit,home,16.0,6.0,0,554
5,Desk Plant Kit,home,12.24,6.0,1,1126
6,Desk Plant Kit,home,15.2,6.0,0,726
7,Desk Plant Kit,home,11.56,6.0,1,1558
8,Desk Plant Kit,home,17.6,6.0,0,514
9,Desk Plant Kit,home,15.2,6.0,0,547
10,Desk Plant Kit,home,16.0,6.0,0,771
11,Desk Plant Kit,home,14.4,6.0,0,769
12,Desk Plant Kit,home,16.8,6.0,0,596
13,Desk Plant Kit,home,17.6,6.0,0,385
14,Desk Plant Kit,home,16.8,6.0,0,701
15,Desk Plant Kit,home,15.2,6.0,0,834
16,Desk Plant Kit,home,16.0,6.0,0,655
17,Desk Plant Kit,home,16.0,6.0,0,762
18,Desk Plant Kit,home,18.4,6.0,0,436
19,Desk Plant Kit,home,16.0,6.0,0,492
20,Desk Plant Kit,home,17.6,6.0,0,664
21,Desk Plant Kit,home,17.6,6.0,0,342
22,Desk Plant Kit,home,11.56,6.0,1,1176
23,Desk Plant Kit,home,16.8,6.0,0,493
24,Desk Plant Kit,home,18.4,6.0,0,416
25,Desk Plant Kit,home,16.0,6.0,0,475
26,Desk Plant Kit,home,14.4,6.0,0,696
27,Desk Plant Kit,home,16.8,6.0,0,345
28,Desk Plant Kit,home,13.6,6.0,0,627
29,Desk Plant Kit,home,14.4,6.0,0,453
30,Desk Plant Kit,home,13.6,6.0,1,733
31,Desk Plant Kit,home,16.0,6.0,0,431
32,Desk Plant Kit,home,14.4,6.0,0,461
33,Desk Plant Kit,home,16.8,6.0,0,463
34,Desk Plant Kit,home,17.6,6.0,0,413
35,Desk Plant Kit,home,13.6,6.0,0,363
36,Desk Plant Kit,home,15.2,6.0,0,593
37,Desk Plant Kit,home,13.6,6.0,0,415
38,Desk Plant Kit,home,16.0,6.0,0,380
39,Desk Plant Kit,home,16.0,6.0,0,472
40,Desk Plant Kit,home,13.6,6.0,0,498
41,Desk Plant Kit,home,16.8,6.0,0,378
42,Desk Plant Kit,home,16.0,6.0,0,607
43,Desk Plant Kit,home,14.4,6.0,0,494
44,Desk Plant Kit,home,18.4,6.0,0,440
45,Desk Plant Kit,home,13.6,6.0,0,553
46,Desk Plant Kit,home,17.6,6.0,0,346
47,Desk Plant Kit,home,17.6,6.0,0,484
48,Desk Plant Kit,home,18.4,6.0,0,436
49,Desk Plant Kit,home,18.4,6.0,0,457
50,Desk Plant Kit,home,16.8,6.0,0,436
51,Desk Plant Kit,home,16.0,6.0,0,567
52,Desk Plant Kit,home,16.8,6.0,0,453
53,Desk Plant Kit,home,15.2,6.0,0,488
54,Desk Plant Kit,home,17.6,6.0,0,560
55,Desk Plant Kit,home,16.8,6.0,0,383
56,Desk Plant Kit,home,14.28,6.0,1,735
57,Desk Plant Kit,home,14.4,6.0,0,532
58,Desk Plant Kit,home,18.4,6.0,0,455
59,Desk Plant Kit,home,14.4,6.0,0,740
60,Desk Plant Kit,home,15.2,6.0,0,590
61,Desk Plant Kit,home,18.4,6.0,0,558
62,Desk Plant Kit,home,15.2,6.0,0,466
63,Desk Plant Kit,home,16.8,6.0,0,650
64,Desk Plant Kit,home,11.56,6.0,1,1116
65,Desk Plant Kit,home,18.4,6.0,0,516
66,Desk Plant Kit,home,14.96,6.0,1,959
67,Desk Plant Kit,home,16.0,6.0,0,761
68,Desk Plant Kit,home,14.4,6.0,0,688
69,Desk Plant Kit,home,16.0,6.0,0,537
70,Desk Plant Kit,home,18.4,6.0,0,598
71,Desk Plant Kit,home,15.2,6.0,0,611
72,Desk Plant Kit,home,15.2,6.0,0,748
73,Desk Plant Kit,home,12.92,6.0,1,1084
74,Desk Plant Kit,home,17.6,6.0,0,604
75,Desk Plant Kit,home,13.6,6.0,0,847
76,Desk Plant Kit,home,16.8,6.0,0,480
77,Desk Plant Kit,home,13.6,6.0,1,1187
78,Desk Plant Kit,home,13.6,6.0,0,635
79,Desk Plant Kit,home,18.4,6.0,0,425
80,Desk Plant Kit,home,15.2,6.0,0,397
81,Desk Plant Kit,home,16.0,6.0,0,639
82,Desk Plant Kit,home,14.4,6.0,0,517
83,Desk Plant Kit,home,18.4,6.0,0,529
84,Desk Plant Kit,home,15.2,6.0,0,456
85,Desk Plant Kit,home,13.6,6.0,0,499
86,Desk Plant Kit,home,13.6,6.0,0,558
87,Desk Plant Kit,home,16.0,6.0,0,425
88,Desk Plant Kit,home,17.6,6.0,0,336
89,Desk Plant Kit,home,12.92,6.0,1,871
90,Desk Plant Kit,home,16.0,6.0,0,457
91,Desk Plant Kit,home,18.4,6.0,0,410
92,Desk Plant Kit,home,16.0,6.0,0,408
93,Desk Plant Kit,home,13.6,6.0,0,396
94,Desk Plant Kit,home,13.6,6.0,0,517
95,Desk Plant Kit,home,15.2,6.0,0,333
96,Desk Plant Kit,home,13.6,6.0,0,384
97,Desk Plant Kit,home,15.2,6.0,0,599
98,Desk Plant Kit,home,18.4,6.0,0,387
99,Desk Plant Kit,home,18.4,6.0,0,512
100,Desk Plant Kit,home,18.4,6.0,0,411
101,Desk Plant Kit,home,16.0,6.0,0,360
102,Desk Plant Kit,home,16.8,6.0,0,513
103,Desk Plant Kit,home,14.4,6.0,0,586
0,Aroma Diffuser,home,28.8,13.5,0,636
1,Aroma Diffuser,home,32.0,13.5,0,806
2,Aroma Diffuser,home,33.6,13.5,0,606
3,Aroma Diffuser,home,33.6,13.5,0,675
4,Aroma Diffuser,home,35.2,13.5,0,748
5,Aroma Diffuser,home,36.8,13.5,0,628
6,Aroma Diffuser,home,27.2,13.5,0,982
7,Aroma Diffuser,home,36.8,13.5,0,454
8,Aroma Diffuser,home,36.8,13.5,0,623
9,Aroma Diffuser,home,36.8,13.5,0,711
10,Aroma Diffuser,home,30.4,13.5,0,798
11,Aroma Diffuser,home,35.2,13.5,0,789
12,Aroma Diffuser,home,32.0,13.5,0,734
13,Aroma Diffuser,home,29.92,13.5,1,962
14,Aroma Diffuser,home,30.4,13.5,0,743
15,Aroma Diffuser,home,32.0,13.5,0,560
16,Aroma Diffuser,home,28.8,13.5,0,1019
17,Aroma Diffuser,home,32.0,13.5,0,968
18,Aroma Diffuser,home,33.6,13.5,0,873
19,Aroma Diffuser,home,35.2,13.5,0,575
20,Aroma Diffuser,home,35.2,13.5,0,782
21,Aroma Diffuser,home,33.6,13.5,0,647
22,Aroma Diffuser,home,28.8,13.5,0,799
23,Aroma Diffuser,home,36.8,13.5,0,657
24,Aroma Diffuser,home,28.8,13.5,0,940
25,Aroma Diffuser,home,24.48,13.5,1,1327
26,Aroma Diffuser,home,35.2,13.5,0,603
27,Aroma Diffuser,home,33.6,13.5,0,493
28,Aroma Diffuser,home,27.2,13.5,0,755
29,Aroma Diffuser,home,32.0,13.5,0,547
30,Aroma Diffuser,home,35.2,13.5,0,426
31,Aroma Diffuser,home,36.8,13.5,0,476
32,Aroma Diffuser,home,36.8,13.5,0,454
33,Aroma Diffuser,home,28.8,13.5,0,677
34,Aroma Diffuser,home,32.0,13.5,0,587
35,Aroma Diffuser,home,32.0,13.5,0,483
36,Aroma Diffuser,home,30.4,13.5,0,540
37,Aroma Diffuser,home,33.6,13.5,0,463
38,Aroma Diffuser,home,36.8,13.5,0,386
39,Aroma Diffuser,home,27.2,13.5,0,849
40,Aroma Diffuser,home,32.0,13.5,0,510
41,Aroma Diffuser,home,32.0,13.5,0,683
42,Aroma Diffuser,home,36.8,13.5,0,466
43,Aroma Diffuser,home,27.2,13.5,0,665
44,Aroma Diffuser,home,32.0,13.5,0,430
45,Aroma Diffuser,home,35.2,13.5,0,362
46,Aroma Diffuser,home,31.28,13.5,1,608
47,Aroma Diffuser,home,28.8,13.5,0,568
48,Aroma Diffuser,home,32.0,13.5,0,729
49,Aroma Diffuser,home,35.2,13.5,0,557
50,Aroma Diffuser,home,32.0,13.5,0,528
51,Aroma Diffuser,home,28.56,13.5,1,873
52,Aroma Diffuser,home,27.2,13.5,1,1186
53,Aroma Diffuser,home,36.8,13.5,0,559
54,Aroma Diffuser,home,30.4,13.5,0,701
55,Aroma Diffuser,home,28.8,13.5,0,885
56,Aroma Diffuser,home,32.0,13.5,0,673
57,Aroma Diffuser,home,30.4,13.5,0,772
58,Aroma Diffuser,home,32.0,13.5,0,600
59,Aroma Diffuser,home,27.2,13.5,0,1137
60,Aroma Diffuser,home,35.2,13.5,0,580
61,Aroma Diffuser,home,33.6,13.5,0,597
62,Aroma Diffuser,home,32.0,13.5,0,612
63,Aroma Diffuser,home,35.2,13.5,0,531
64,Aroma Diffuser,home,27.2,13.5,0,962
65,Aroma Diffuser,home,32.0,13.5,0,652
66,Aroma Diffuser,home,30.4,13.5,0,1022
67,Aroma Diffuser,home,31.28,13.5,1,1229
68,Aroma Diffuser,home,25.84,13.5,1,1726
69,Aroma Diffuser,home,28.8,13.5,0,1029
70,Aroma Diffuser,home,27.2,13.5,0,1057
71,Aroma Diffuser,home,23.12,13.5,1,1573
72,Aroma Diffuser,home,32.0,13.5,0,848
73,Aroma Diffuser,home,30.4,13.5,0,839
74,Aroma Diffuser,home,33.6,13.5,0,736
75,Aroma Diffuser,home,33.6,13.5,0,484
76,Aroma Diffuser,home,27.2,13.5,0,774
77,Aroma Diffuser,home,32.0,13.5,0,483
78,Aroma Diffuser,home,35.2,13.5,0,621
79,Aroma Diffuser,home,32.0,13.5,0,680
80,Aroma Diffuser,home,36.8,13.5,0,459
81,Aroma Diffuser,home,33.6,13.5,0,603
82,Aroma Diffuser,home,32.0,13.5,0,495
83,Aroma Diffuser,home,32.0,13.5,0,514
84,Aroma Diffuser,home,36.8,13.5,0,484
85,Aroma Diffuser,home,28.8,13.5,0,649
86,Aroma Diffuser,home,30.4,13.5,0,549
87,Aroma Diffuser,home,32.0,13.5,0,531
88,Aroma Diffuser,home,32.0,13.5,0,638
89,Aroma Diffuser,home,33.6,13.5,0,451
90,Aroma Diffuser,home,33.6,13.5,0,539
91,Aroma Diffuser,home,27.2,13.5,1,919
92,Aroma Diffuser,home,35.2,13.5,0,392
93,Aroma Diffuser,home,32.0,13.5,0,541
94,Aroma Diffuser,home,36.8,13.5,0,454
95,Aroma Diffuser,home,32.0,13.5,0,493
96,Aroma Diffuser,home,27.2,13.5,0,651
97,Aroma Diffuser,home,30.4,13.5,0,598
98,Aroma Diffuser,home,28.8,13.5,0,746
99,Aroma Diffuser,home,27.2,13.5,0,835
100,Aroma Diffuser,home,32.0,13.5,0,649
101,Aroma Diffuser,home,23.12,13.5,1,1375
102,Aroma Diffuser,home,36.8,13.5,0,669
103,Aroma Diffuser,home,36.8,13.5,0,749
0,Weighted Blanket,home,79.0,38.0,0,207
1,Weighted Blanket,home,71.1,38.0,0,269
2,Weighted Blanket,home,75.05,38.0,0,322
3,Weighted Blanket,home,71.1,38.0,0,278
4,Weighted Blanket,home,79.0,38.0,0,297
5,Weighted Blanket,home,67.15,38.0,0,264
6,Weighted Blanket,home,79.0,38.0,0,311
7,Weighted Blanket,home,79.0,38.0,0,271
8,Weighted Blanket,home,75.05,38.0,0,307
9,Weighted Blanket,home,86.9,38.0,0,337
10,Weighted Blanket,home,73.87,38.0,1,411
11,Weighted Blanket,home,60.44,38.0,1,414
12,Weighted Blanket,home,79.0,38.0,0,475
13,Weighted Blanket,home,79.0,38.0,0,238
14,Weighted Blanket,home,90.85,38.0,0,259
15,Weighted Blanket,home,79.0,38.0,0,216
16,Weighted Blanket,home,82.95,38.0,0,203
17,Weighted Blanket,home,57.08,38.0,1,379
18,Weighted Blanket,home,71.1,38.0,0,271
19,Weighted Blanket,home,86.9,38.0,0,268
20,Weighted Blanket,home,79.0,38.0,0,329
21,Weighted Blanket,home,86.9,38.0,0,260
22,Weighted Blanket,home,71.1,38.0,0,273
23,Weighted Blanket,home,71.1,38.0,0,250
24,Weighted Blanket,home,79.0,38.0,0,228
25,Weighted Blanket,home,67.15,38.0,0,237
26,Weighted Blanket,home,67.15,38.0,0,245
27,Weighted Blanket,home,75.05,38.0,0,228
28,Weighted Blanket,home,90.85,38.0,0,188
29,Weighted Blanket,home,71.1,38.0,0,253
30,Weighted Blanket,home,90.85,38.0,0,163
31,Weighted Blanket,home,79.0,38.0,0,203
32,Weighted Blanket,home,79.0,38.0,0,151
33,Weighted Blanket,home,90.85,38.0,0,256
34,Weighted Blanket,home,71.1,38.0,0,196
35,Weighted Blanket,home,57.08,38.0,1,351
36,Weighted Blanket,home,71.1,38.0,0,204
37,Weighted Blanket,home,79.0,38.0,0,236
38,Weighted Blanket,home,86.9,38.0,0,150
39,Weighted Blanket,home,79.0,38.0,0,180
40,Weighted Blanket,home,86.9,38.0,0,221
41,Weighted Blanket,home,67.15,38.0,0,152
42,Weighted Blanket,home,67.15,38.0,0,223
43,Weighted Blanket,home,67.15,38.0,0,312
44,Weighted Blanket,home,73.87,38.0,1,302
45,Weighted Blanket,home,86.9,38.0,0,202
46,Weighted Blanket,home,79.0,38.0,0,242
47,Weighted Blanket,home,75.05,38.0,0,191
48,Weighted Blanket,home,79.0,38.0,0,212
49,Weighted Blanket,home,71.1,38.0,0,178
50,Weighted Blanket,home,71.1,38.0,0,261
51,Weighted Blanket,home,75.05,38.0,0,341
52,Weighted Blanket,home,82.95,38.0,0,244
53,Weighted Blanket,home,67.15,38.0,1,410
54,Weighted Blanket,home,71.1,38.0,0,250
55,Weighted Blanket,home,90.85,38.0,0,227
56,Weighted Blanket,home,79.0,38.0,0,263
57,Weighted Blanket,home,82.95,38.0,0,263
58,Weighted Blanket,home,79.0,38.0,0,221
59,Weighted Blanket,home,82.95,38.0,0,261
60,Weighted Blanket,home,86.9,38.0,0,255
61,Weighted Blanket,home,60.44,38.0,1,500
62,Weighted Blanket,home,79.0,38.0,0,268
63,Weighted Blanket,home,79.0,38.0,0,374
64,Weighted Blanket,home,71.1,38.0,0,354
65,Weighted Blanket,home,79.0,38.0,0,288
66,Weighted Blanket,home,67.15,38.0,0,298
67,Weighted Blanket,home,79.0,38.0,0,421
68,Weighted Blanket,home,75.05,38.0,0,368
69,Weighted Blanket,home,67.15,38.0,0,453
70,Weighted Blanket,home,67.15,38.0,0,303
71,Weighted Blanket,home,90.85,38.0,0,291
72,Weighted Blanket,home,71.1,38.0,0,440
73,Weighted Blanket,home,71.1,38.0,0,277
74,Weighted Blanket,home,79.0,38.0,0,241
75,Weighted Blanket,home,75.05,38.0,0,322
76,Weighted Blanket,home,79.0,38.0,0,233
77,Weighted Blanket,home,86.9,38.0,0,187
78,Weighted Blanket,home,90.85,38.0,0,190
79,Weighted Blanket,home,67.15,38.0,0,276
80,Weighted Blanket,home,71.1,38.0,0,224
81,Weighted Blanket,home,71.1,38.0,0,247
82,Weighted Blanket,home,79.0,38.0,0,237
83,Weighted Blanket,home,75.05,38.0,0,249
84,Weighted Blanket,home,82.95,38.0,0,181
85,Weighted Blanket,home,75.05,38.0,0,272
86,Weighted Blanket,home,71.1,38.0,0,213
87,Weighted Blanket,home,71.1,38.0,0,215
88,Weighted Blanket,home,90.85,38.0,0,209
89,Weighted Blanket,home,75.05,38.0,0,251
90,Weighted Blanket,home,75.05,38.0,0,210
91,Weighted Blanket,home,79.0,38.0,0,169
92,Weighted Blanket,home,71.1,38.0,0,201
93,Weighted Blanket,home,77.22,38.0,1,357
94,Weighted Blanket,home,79.0,38.0,0,211
95,Weighted Blanket,home,86.9,38.0,0,190
96,Weighted Blanket,home,79.0,38.0,0,292
97,Weighted Blanket,home,60.44,38.0,1,441
98,Weighted Blanket,home,67.15,38.0,0,283
99,Weighted Blanket,home,82.95,38.0,0,183
100,Weighted Blanket,home,60.44,38.0,1,330
101,Weighted Blanket,home,79.0,38.0,0,212
102,Weighted Blanket,home,67.15,38.0,0,248
103,Weighted Blanket,home,67.15,38.0,0,310
